review	hours
Since i started to play counter strike global offensive a new world opened for me! With all the tactics i learned from this game life has become easier for me. Whenever i'll go running im sure to take a knife with me so i can run even faster then i usually do! I made a fake bomb and painted an A on the floor in the living room. Whenever i come out of the shower i wrap my towel around my head and pretend to be a terrorist. I pick up the bomb i made and run around in my house. When i reach the living room i plant it on the "A" side and make some beeping sounds. Sometimes my dog gets close to me when i plant and he starts to lick my rectal opening. I think this is just one of the side effects of playing this game. My family thinks i'm crazy and my girlfriend left me because of it. This game has become life for me and i don't know what i should do without it. Thank you Gaben, i accept you as my lord and saviour. Gaben is love, Gaben is life.	1211.6
A really hard one. could barely give this game a positive review but... Score is 0:10. All of the team buys auto snipers. Score is 8:10.       !!!! Dust 2. T side, I buy an AWP. a guy gets in the scope while i shoot. I got a 7 day ban.       !!!! I clicked "Accept" for a competitive. i Alt-Tabbed. The game crashed and i didnt even notice. I got a 7 day ban.       !!!! Israel vs Cyprus. Israeli players are playing since 1.6 came out. Israel lost to cyprus 0:2, didnt even play the third map.         Entered competitive. got a team with 1 russian. 1 guy from donetsk. 2 ukrainians. they started to fight about who doesnt water and electricity. they called each other nazis. they called me a jew. they started to fight on who doesnt have democracy. we lost 1:16.       !!!! I played a competitive with a friend. we got 2 syrians. they told my friend to uninstall CS:GO and called him a zionist.  !  !     ! I entered a server in Saudi Arabia. Got kicked because im from israel.  !  !     ! A guy was annoyed because we had a noob team. he kept shooting me and killed me 2 times. i told him that he should continue and that it doesnt hurt. He got a 7 day ban.       !!!! A guy got a perma ban from all CS:GO servers in front of my eyes.       !!!! When you are a silver, you are more likely to play with global elite smurfs. When you are global elite, you are more likely to play with cheaters.       !!!!	527.4
Ye nice game <3	1340.0
Damage given 99 in 1 Damage given 67 in 6 Damage given 98 in 5 Damage given 91 in 1 Damage given 16 in 1	2225.2
Okay so first ill start of with the pros and then move onto the cons. Pros: its a great reason to upgrade to a new tv / monitor (because you punched it) its a great way to learn multiple languages. you get to pwn some COD noobbbsssszzzz and show em how its done your family will starve because you spent all your money on keys... but its okay tho... they only annoyed you! you will find alot of people with girl pics ;) and also you will get to shout at the poor souls of the noobs when they dont clutch.. Cons: none none none none none	303.0
pew pew pew bang bang bang ratatatatatata BOOM simulator.	14.7
Got banned for 7 days for killing a troll once who killed 2 people prior (needless to say he didn't get banned). i put over 50 into this game and valve just  on my face for it.  You Valve you . 10/10 Flawless banning system.	216.2
Worth every penny and agonizing moment of depression.	1515.2
A great game for all who think their self-esteem is too high and needs to be taken down a notch (all the way)	547.8
i make money from virtual skins 10/10	651.7
Great game but the community ruins it.	319.9
This is why i don't have a life. 10/10 would binge again	1256.4
CS:GO The fastest way to learn Russian 9.9/10	710.1
I love this game! If you decide to buy this game here's 10 Tips: 1) Your ears are your eyes. 2) Echo = Eco 3) AVP = AWP 4) Top left you have radar. Learn to use it. 5) The guns have rubber barrels so when you hold the trigger for more than 3 shots, the bullets will go all over the screen. 6) P90 was crafted by Gods so it's users are not hackers. 7) If you have the bomb, sit behind your team like a good dog. 8) The game's secret name is Counter-Strike: Dust 2. 9) Competitive is the main game mode but there are other modes for your little kids too! 10) If you easily get brain cancer just from losing one match STAY AWAY FROM COMPETITIVE! you psycho! P.S. I'm not a doctor.	312.2
Steam just offered to write a review for CS: GO. I don't own CS: GO and haven't played it, but who could say no to Gabe Almighty? So don't be like me, play your games before reviewing them.	1.6
It's ok I guess.	2660.6
Best game ever since cs 1.6.	1444.5
Just perfect FPS game. If you've played Counter Strike before, Global Offensive probably sounds a whole lot like Counter-Strike and for me killing in Global Offensive makes me feels good. This game has the best chicken al of gaming history xD	1186.7
I really like this game, some of the stuff needs to get fixed. Like, the problem with Russian Speaking BOTs in matchmaking. I feel like it's a very weird glitch and it happends very often. Otherwise I really enjoy this game, 10/10	766.3
Would my review really help you to buy this game? I Hate this game but its addicting._.	1556.9
Volvo fix it please ;d	3276.6
this is the most expensive game i've ever played	266.3
My brother is an "avid amateur chess player". That's how he describes himself when making small talk. You should see his room. It's full of dumb chess pieces from different sets, like his favorite Gold Pawn. It's not really gold but he claims it is. (Nobody believes him) So anyway, one time I went to his room and I saw new addition to his collection. It was a giant paper mache bishop. Like, 3 feet tall. He obviously made it himself because it was crooked and I saw yesterday's news on the Bishop's belly. But what really attracted me to the giant bishop was its unproportionally small head. The whole thing was like a freaky baby milk bottle. So approached the artifact, and I bit the tip off. Unfortunately for me, my brother saw me do it. Unfortunately for him, I move as quick as a fox. I was a dancing blur of after image, avoiding every attack he tried to throw at me. I slipped past him and dashed straight to the safety of my dad's room. I locked myself in until the angry beast outside calmed down. Then I asked myself,	61.5
. So I booted my dad's PC, which I also use for gaming, logged into Steam and saw that CS:GO was on sale. I bought it. It is an ok game.	932.7
Played a little, it was fun	1609.2
10/10 THE MOST RUSSIAN GAME OUT THERE	475.3
